D;Delta;env;chi;eng
2;0.5193351258371701;BP;1;-146.22131632387143
4;0.2767129089408213;BP;1;-138.04549076315035
8;0.1277075537187655;BP;1;-132.72266555511774
16;0.044799664563500805;BP;1;-130.3593918516297
32;0.008920967591397117;BP;1;-129.76803575278194
4;0.2767129089408213;CTM;2;-138.04543873325764
4;0.2767129089408213;CTM;4;-138.04257868506576
4;0.2767129089408213;CTM;8;-138.04188048480387
2;0.5193351258371701;CTM;2;-146.2219874490131
2;0.5193351258371701;CTM;4;-146.22210535957907
2;0.5193351258371701;CTM;8;-146.22210535957907
16;0.044799664563500805;CTM;2;-130.35625212209482
16;0.044799664563500805;CTM;4;-130.35499760184558
16;0.044799664563500805;CTM;8;-130.35423846362926
32;0.008920967591397117;CTM;2;-129.7650195920841
8;0.1277075537187655;CTM;2;-132.71785473893786
8;0.1277075537187655;CTM;4;-132.7153275351226
8;0.1277075537187655;CTM;8;-132.71792126247928
32;0.008920967591397117;CTM;4;-129.7627293243485
32;0.008920967591397117;CTM;8;-129.76367225913475
