D;Delta;env;chi;eng
2;0.09825424321840676;BP;1;-119.05503706722187
4;7.933194506622228e-16;BP;1;-115.19065111433925
8;7.933194506622228e-16;BP;1;-115.19065111433925
16;7.933194506622228e-16;BP;1;-115.19065111433925
32;7.933194506622228e-16;BP;1;-115.19065111433925
2;0.09825424321840676;CTM;2;-119.05509845746472
2;0.09825424321840676;CTM;8;-119.0550058133108
2;0.09825424321840676;CTM;4;-119.0550058133108
8;7.933194506622228e-16;CTM;2;-115.1874852492795
8;7.933194506622228e-16;CTM;4;-115.1874852492795
8;7.933194506622228e-16;CTM;8;-115.1874852492795
4;7.933194506622228e-16;CTM;2;-115.1874852492795
4;7.933194506622228e-16;CTM;4;-115.1874852492795
4;7.933194506622228e-16;CTM;8;-115.1874852492795
16;7.933194506622228e-16;CTM;2;-115.1874852492795
16;7.933194506622228e-16;CTM;4;-115.1874852492795
16;7.933194506622228e-16;CTM;8;-115.1874852492795
32;7.933194506622228e-16;CTM;2;-115.1874852492795
32;7.933194506622228e-16;CTM;4;-115.1874852492795
32;7.933194506622228e-16;CTM;8;-115.1874852492795
64;7.933194506622228e-16;BP;1;-115.19065111433925
