D;Delta;env;chi;eng
2;0.09562269302376072;BP;1;-118.26525412928119
16;8.215681191497679e-16;BP;1;-114.65570145792792
4;8.215681191497679e-16;BP;1;-114.65570145792792
8;8.215681191497679e-16;BP;1;-114.65570145792792
32;8.215681191497679e-16;BP;1;-114.65570145792792
8;8.215681191497679e-16;CTM;2;-114.65371508915709
8;8.215681191497679e-16;CTM;4;-114.65371508915709
8;8.215681191497679e-16;CTM;8;-114.65371508915709
16;8.215681191497679e-16;CTM;2;-114.65371508915709
16;8.215681191497679e-16;CTM;4;-114.65371508915709
16;8.215681191497679e-16;CTM;8;-114.65371508915709
4;8.215681191497679e-16;CTM;2;-114.65371508915709
4;8.215681191497679e-16;CTM;4;-114.65371508915709
4;8.215681191497679e-16;CTM;8;-114.65371508915709
32;8.215681191497679e-16;CTM;2;-114.65371508915709
32;8.215681191497679e-16;CTM;4;-114.65371508915709
32;8.215681191497679e-16;CTM;8;-114.65371508915709
2;0.09562269302376072;CTM;2;-118.26546726970678
2;0.09562269302376072;CTM;4;-118.265247627813
2;0.09562269302376072;CTM;8;-118.265247627813
