D;Delta;env;chi;eng
2;0.1724881663740806;BP;1;-152.9701468193281
4;0.07572989195228368;BP;1;-149.97559607003845
8;0.010098713866628993;BP;1;-148.05279392280033
32;4.771719202994197e-15;BP;1;-147.97593447896975
16;4.771719202994197e-15;BP;1;-147.97593447896975
2;0.1724881663740806;CTM;2;-152.96506684406796
2;0.1724881663740806;CTM;4;-152.96495488004925
2;0.1724881663740806;CTM;8;-152.96495488004925
4;0.07572989195228368;CTM;2;-149.97518188854625
4;0.07572989195228368;CTM;4;-149.97547275373097
4;0.07572989195228368;CTM;8;-149.97550277726674
8;0.010098713866628993;CTM;2;-148.0529828169117
8;0.010098713866628993;CTM;4;-148.0533052327987
8;0.010098713866628993;CTM;8;-148.05301306223055
32;4.771719202994197e-15;CTM;2;-147.97612476876114
32;4.771719202994197e-15;CTM;4;-147.97599214729823
32;4.771719202994197e-15;CTM;8;-147.97599214729823
16;4.771719202994197e-15;CTM;2;-147.97612476876114
16;4.771719202994197e-15;CTM;4;-147.97599214729823
16;4.771719202994197e-15;CTM;8;-147.97599214729823
