D;Delta;env;chi;eng
2;0.8732154726531862;BP;1;-35.96417754660905
4;0.42439462327622457;BP;1;-16.85669623008342
8;0.1286282653217235;BP;1;-13.000037521010732
16;0.015962698980983132;BP;1;-12.523791820004858
32;9.342848162494404e-15;BP;1;-12.511698239623227
