D;Delta;env;chi;eng
2;0.161674672204589;BP;1;-164.11165084826274
4;0.07731144942356333;BP;1;-162.90948906673052
8;0.02639343334674299;BP;1;-162.258607957963
16;0.0047541727235416295;BP;1;-162.0835441138255
32;0.00039554092496403575;BP;1;-162.0734361622891
2;0.161674672204589;CTM;2;-164.1127449981813
2;0.161674672204589;CTM;4;-164.11369696477894
2;0.161674672204589;CTM;8;-164.11369696477894
4;0.07731144942356333;CTM;2;-162.90890644046607
4;0.07731144942356333;CTM;4;-162.90934210133713
4;0.07731144942356333;CTM;8;-162.9093274053403
8;0.02639343334674299;CTM;2;-162.25807143057696
8;0.02639343334674299;CTM;4;-162.25812004527876
8;0.02639343334674299;CTM;8;-162.25799575692514
16;0.0047541727235416295;CTM;2;-162.0824825521584
16;0.0047541727235416295;CTM;4;-162.08229202409885
16;0.0047541727235416295;CTM;8;-162.08238712110312
32;0.00039554092496403575;CTM;2;-162.0723004297512
32;0.00039554092496403575;CTM;4;-162.07217814192688
32;0.00039554092496403575;CTM;8;-162.0721629381138
32;0.00039554092496409484;BP;1;-162.07343616228968
