D;Delta;env;chi;eng
2;0.2985512479059011;BP;1;-160.85220523444718
4;0.13510455585267156;BP;1;-157.49631391745692
2;0.2985512479059011;MPS;2;-160.89355000851734
2;0.2985512479059011;MPS;4;-160.89056389869864
2;0.2985512479059011;MPS;8;-160.8905711742248
4;0.13510455585267156;MPS;2;-157.5200615621894
4;0.13510455585267156;MPS;4;-157.5171218740915
2;0.2985512479059011;CTM;2;-160.85036445043932
2;0.2985512479059011;CTM;4;-160.85030667468808
2;0.2985512479059011;CTM;8;-160.85030667468808
4;0.13510455585267156;MPS;8;-157.51234272913035
4;0.13510455585267156;CTM;2;-157.49688169006575
4;0.13510455585267156;CTM;4;-157.49708663537106
4;0.13510455585267156;CTM;8;-157.497063519389
8;0.048909989081804356;BP;1;-155.36861080268514
8;0.048909989081804356;MPS;2;-155.39285185467867
8;0.048909989081804356;MPS;4;-155.3875141584517
8;0.048909989081804356;CTM;2;-155.3703019309577
8;0.048909989081804356;CTM;4;-155.3702809634748
16;0.008674364332603626;BP;1;-154.71699232231754
8;0.048909989081804356;MPS;8;-155.38611683188495
8;0.048909989081804356;CTM;8;-155.37030199920534
16;0.008674364332603626;MPS;2;-154.73816398952204
16;0.008674364332603626;CTM;2;-154.7181544806273
16;0.008674364332603626;MPS;4;-154.73454347422208
32;0.000533623166234268;BP;1;-154.6773532421658
16;0.008674364332603626;CTM;4;-154.71779058097175
16;0.008674364332603626;MPS;8;-154.7322675077111
32;0.000533623166234268;MPS;2;-154.69779724598152
16;0.008674364332603626;CTM;8;-154.7173184375962
32;0.000533623166234268;CTM;2;-154.67860506654378
32;0.000533623166234268;MPS;4;-154.6949004367222
32;0.000533623166234268;CTM;4;-154.67813503964462
32;0.000533623166234268;MPS;8;-154.69290403454997
32;0.000533623166234268;CTM;8;-154.67791089291165
64;1.1662630928271755e-14;BP;1;-154.6770572701536
64;1.1662630928271755e-14;BP;1;-154.6770572701536
