D;Delta;env;chi;eng
2;3.1955951195230176e-16;BP;1;-84.97493566073125
4;3.1955951195230176e-16;BP;1;-84.97493566073125
8;3.1955951195230176e-16;BP;1;-84.97493566073125
16;3.1955951195230176e-16;BP;1;-84.97493566073125
32;3.1955951195230176e-16;BP;1;-84.97493566073125
2;3.1955951195230176e-16;CTM;2;-84.97493566073126
2;3.1955951195230176e-16;CTM;4;-84.97493566073126
2;3.1955951195230176e-16;CTM;8;-84.97493566073126
4;3.1955951195230176e-16;CTM;2;-84.97493566073126
4;3.1955951195230176e-16;CTM;4;-84.97493566073126
4;3.1955951195230176e-16;CTM;8;-84.97493566073126
8;3.1955951195230176e-16;CTM;2;-84.97493566073126
8;3.1955951195230176e-16;CTM;4;-84.97493566073126
8;3.1955951195230176e-16;CTM;8;-84.97493566073126
32;3.1955951195230176e-16;CTM;2;-84.97493566073126
32;3.1955951195230176e-16;CTM;4;-84.97493566073126
32;3.1955951195230176e-16;CTM;8;-84.97493566073126
16;3.1955951195230176e-16;CTM;2;-84.97493566073126
16;3.1955951195230176e-16;CTM;4;-84.97493566073126
16;3.1955951195230176e-16;CTM;8;-84.97493566073126
64;3.1955951195230176e-16;BP;1;-84.97493566073125
