D;Delta;env;chi;eng
2;2.908234917347004e-16;BP;1;-84.89190158551268
4;2.908234917347004e-16;BP;1;-84.89190158551268
8;2.908234917347004e-16;BP;1;-84.89190158551268
16;2.908234917347004e-16;BP;1;-84.89190158551268
32;2.908234917347004e-16;BP;1;-84.89190158551268
4;2.908234917347004e-16;CTM;2;-84.89190158551271
4;2.908234917347004e-16;CTM;4;-84.89190158551271
4;2.908234917347004e-16;CTM;8;-84.89190158551271
2;2.908234917347004e-16;CTM;2;-84.89190158551271
2;2.908234917347004e-16;CTM;4;-84.89190158551271
2;2.908234917347004e-16;CTM;8;-84.89190158551271
16;2.908234917347004e-16;CTM;2;-84.89190158551271
16;2.908234917347004e-16;CTM;4;-84.89190158551271
16;2.908234917347004e-16;CTM;8;-84.89190158551271
32;2.908234917347004e-16;CTM;2;-84.89190158551271
32;2.908234917347004e-16;CTM;4;-84.89190158551271
32;2.908234917347004e-16;CTM;8;-84.89190158551271
8;2.908234917347004e-16;CTM;2;-84.89190158551271
8;2.908234917347004e-16;CTM;4;-84.89190158551271
8;2.908234917347004e-16;CTM;8;-84.89190158551271
64;2.908234917347004e-16;BP;1;-84.89190158551268
32;2.7771706622162032e-16;BP;1;-84.89190158551271
64;2.908234917347004e-16;BP;1;-84.89190158551268
