D;Delta;env;chi;eng
2;0.40339162775448817;BP;1;-136.09707953765346
4;0.18323801040460175;BP;1;-131.4090157454825
8;0.06821519050323191;BP;1;-128.2242379766865
16;0.015063136529537703;BP;1;-127.16478484369576
32;0.0012911721521201144;BP;1;-127.05474712980843
2;0.40339162775448817;CTM;2;-136.092744628491
2;0.40339162775448817;CTM;4;-136.09270026605716
2;0.40339162775448817;CTM;8;-136.09270026605716
4;0.18323801040460175;CTM;2;-131.40955223986052
4;0.18323801040460175;CTM;4;-131.4113668482293
4;0.18323801040460175;CTM;8;-131.41200714795988
8;0.06821519050323191;CTM;2;-128.22381866957127
8;0.06821519050323191;CTM;4;-128.22275266064818
8;0.06821519050323191;CTM;8;-128.2241160405746
16;0.015063136529537703;CTM;2;-127.1678791438733
16;0.015063136529537703;CTM;4;-127.17039989915487
16;0.015063136529537703;CTM;8;-127.16590643445227
32;0.0012911721521201144;CTM;2;-127.05725269366353
32;0.0012911721521201144;CTM;4;-127.05786646841365
32;0.0012911721521201144;CTM;8;-127.05632687058154
