D;Delta;env;chi;eng
2;0.22320090455741634;BP;1;-201.1009464929508
4;0.08880359634976343;BP;1;-196.84070447487795
2;0.22320090455741634;MPS;2;-201.09873294287337
2;0.22320090455741634;MPS;4;-201.0987421500204
2;0.22320090455741634;MPS;8;-201.0987422556102
2;0.22320090455741634;CTM;4;-201.09978159317572
2;0.22320090455741634;CTM;2;-201.10004054256743
2;0.22320090455741634;CTM;8;-201.09978159317572
4;0.08880359634976343;MPS;4;-196.83894848262923
4;0.08880359634976343;MPS;2;-196.83915457917806
4;0.08880359634976343;MPS;8;-196.83866074086265
4;0.08880359634976343;CTM;2;-196.83875274801852
4;0.08880359634976343;CTM;4;-196.83877139103802
4;0.08880359634976343;CTM;8;-196.83869634024344
8;0.023090687146501296;BP;1;-194.95228156507628
16;0.00165320154793725;BP;1;-194.64583677568453
8;0.023090687146501296;MPS;2;-194.9520840772381
8;0.023090687146501296;MPS;4;-194.95190480137947
8;0.023090687146501296;CTM;2;-194.95180075195577
8;0.023090687146501296;CTM;4;-194.95119707264584
8;0.023090687146501296;MPS;8;-194.95106416820224
8;0.023090687146501296;CTM;8;-194.95114663190023
16;0.00165320154793725;MPS;2;-194.64508167340958
16;0.00165320154793725;CTM;2;-194.64517367456503
16;0.00165320154793725;MPS;4;-194.645370718783
32;7.303855611697658e-15;BP;1;-194.64267165812814
16;0.00165320154793725;CTM;4;-194.64492428388843
16;0.00165320154793725;MPS;8;-194.6449842116135
32;7.303855611697658e-15;MPS;2;-194.64192482409075
16;0.00165320154793725;CTM;8;-194.64505173269117
32;7.303855611697658e-15;CTM;2;-194.64196808579757
32;7.303855611697658e-15;MPS;4;-194.64221042484877
32;7.303855611697658e-15;CTM;4;-194.64181749884563
32;7.303855611697658e-15;MPS;8;-194.64183606375562
32;7.303855611697658e-15;CTM;8;-194.64189228444582
64;7.459376243249311e-15;BP;1;-194.6426716581269
