D;Delta;env;chi;eng
2;0.16642567715902867;BP;1;-146.49808428705256
4;0.07047932155200665;BP;1;-144.09056033087685
16;4.5111967528901326e-15;BP;1;-142.50913165189056
32;4.5111967528901326e-15;BP;1;-142.50913165189056
8;0.009683954798111587;BP;1;-142.56944021681775
2;0.16642567715902867;CTM;2;-146.49859953222813
2;0.16642567715902867;CTM;4;-146.49859717655775
2;0.16642567715902867;CTM;8;-146.49859717655775
4;0.07047932155200665;CTM;2;-144.09099243920187
4;0.07047932155200665;CTM;4;-144.0912227025025
4;0.07047932155200665;CTM;8;-144.09134655456356
8;0.009683954798111587;CTM;2;-142.56974079745297
8;0.009683954798111587;CTM;4;-142.5699723879349
8;0.009683954798111587;CTM;8;-142.56987329223603
16;4.5111967528901326e-15;CTM;2;-142.50954974217683
16;4.5111967528901326e-15;CTM;4;-142.50898283766782
16;4.5111967528901326e-15;CTM;8;-142.50898283766782
32;4.5111967528901326e-15;CTM;2;-142.50954974217683
32;4.5111967528901326e-15;CTM;4;-142.50898283766782
32;4.5111967528901326e-15;CTM;8;-142.50898283766782
64;4.5111967528901326e-15;BP;1;-142.50913165189056
