D;Delta;env;chi;eng
2;0.15077067663778349;BP;1;-139.2443867345993
4;0.041357443465091896;BP;1;-135.34245915633366
8;1.3807256052828745e-15;BP;1;-134.3173183481596
16;1.3807256052828745e-15;BP;1;-134.3173183481596
32;1.3807256052828745e-15;BP;1;-134.3173183481596
2;0.15077067663778349;CTM;2;-139.24528350098754
2;0.15077067663778349;CTM;4;-139.24541253486836
2;0.15077067663778349;CTM;8;-139.24541253486836
4;0.041357443465091896;CTM;2;-135.34310662964506
4;0.041357443465091896;CTM;4;-135.34323298181675
4;0.041357443465091896;CTM;8;-135.34322603937332
8;1.3807256052828745e-15;CTM;2;-134.30951786659006
8;1.3807256052828745e-15;CTM;4;-134.30951787277297
8;1.3807256052828745e-15;CTM;8;-134.30951787277297
16;1.3807256052828745e-15;CTM;2;-134.30951786659006
16;1.3807256052828745e-15;CTM;4;-134.30951787277297
16;1.3807256052828745e-15;CTM;8;-134.30951787277297
32;1.3807256052828745e-15;CTM;2;-134.30951786659006
32;1.3807256052828745e-15;CTM;4;-134.30951787277297
32;1.3807256052828745e-15;CTM;8;-134.30951787277297
64;1.3807256052828745e-15;BP;1;-134.3173183481596
