D;Delta;env;chi;eng
2;2.639839283566748e-16;BP;1;-101.5024922548896
4;2.639839283566748e-16;BP;1;-101.5024922548896
8;2.639839283566748e-16;BP;1;-101.5024922548896
16;2.639839283566748e-16;BP;1;-101.5024922548896
32;2.639839283566748e-16;BP;1;-101.5024922548896
2;2.639839283566748e-16;CTM;2;-101.5024922548896
2;2.639839283566748e-16;CTM;4;-101.5024922548896
2;2.639839283566748e-16;CTM;8;-101.5024922548896
8;2.639839283566748e-16;CTM;2;-101.5024922548896
8;2.639839283566748e-16;CTM;4;-101.5024922548896
8;2.639839283566748e-16;CTM;8;-101.5024922548896
4;2.639839283566748e-16;CTM;2;-101.5024922548896
4;2.639839283566748e-16;CTM;4;-101.5024922548896
4;2.639839283566748e-16;CTM;8;-101.5024922548896
16;2.639839283566748e-16;CTM;2;-101.5024922548896
16;2.639839283566748e-16;CTM;4;-101.5024922548896
16;2.639839283566748e-16;CTM;8;-101.5024922548896
32;2.639839283566748e-16;CTM;2;-101.5024922548896
32;2.639839283566748e-16;CTM;4;-101.5024922548896
32;2.639839283566748e-16;CTM;8;-101.5024922548896
32;2.7384675749182197e-16;BP;1;-101.50249225488959
