D;Delta;env;chi;eng
2;0.13702594256393108;BP;1;-175.74335251749454
4;0.03871303718969578;BP;1;-171.99079603613697
8;1.6708468870978242e-15;BP;1;-170.9089549519916
16;1.6708468870978242e-15;BP;1;-170.9089549519916
32;1.6708468870978242e-15;BP;1;-170.9089549519916
2;0.13702594256393108;CTM;2;-175.74347921378867
2;0.13702594256393108;CTM;4;-175.74347437712325
2;0.13702594256393108;CTM;8;-175.74347437712325
4;0.03871303718969578;CTM;2;-171.99085164112037
4;0.03871303718969578;CTM;4;-171.9908845268669
4;0.03871303718969578;CTM;8;-171.99087710857202
8;1.6708468870978242e-15;CTM;2;-170.897865436476
8;1.6708468870978242e-15;CTM;4;-170.89786543781403
8;1.6708468870978242e-15;CTM;8;-170.89786543781403
16;1.6708468870978242e-15;CTM;2;-170.897865436476
16;1.6708468870978242e-15;CTM;4;-170.89786543781403
16;1.6708468870978242e-15;CTM;8;-170.89786543781403
32;1.6708468870978242e-15;CTM;2;-170.897865436476
32;1.6708468870978242e-15;CTM;4;-170.89786543781403
32;1.6708468870978242e-15;CTM;8;-170.89786543781403
