D;Delta;env;chi;eng
8;0.129329172236604;BP;1;-8.128718336973403
4;0.4268733951657939;BP;1;-11.69804753058829
2;0.8677627045640123;BP;1;-24.202620837372507
16;0.015953740569304303;BP;1;-7.678838558284858
32;9.493653147024066e-15;BP;1;-7.666013038874526
