D;Delta;env;chi;eng
2;0.33814301723488216;BP;1;-130.0465969270876
4;0.12586848323196206;BP;1;-122.24091725180456
8;0.02386141215156393;BP;1;-118.71621354885859
32;5.288406127600241e-15;BP;1;-118.39439106318301
16;5.288406127600241e-15;BP;1;-118.39439106318301
2;0.33814301723488216;CTM;2;-130.04707926057998
2;0.33814301723488216;CTM;4;-130.04640293833626
2;0.33814301723488216;CTM;8;-130.04640293833626
8;0.02386141215156393;CTM;2;-118.716543530345
8;0.02386141215156393;CTM;4;-118.71757927734382
8;0.02386141215156393;CTM;8;-118.71767056609394
4;0.12586848323196206;CTM;2;-122.24211238569944
4;0.12586848323196206;CTM;4;-122.24391976006292
4;0.12586848323196206;CTM;8;-122.24352084761908
16;5.288406127600241e-15;CTM;2;-118.3949144722301
16;5.288406127600241e-15;CTM;4;-118.39303197100794
16;5.288406127600241e-15;CTM;8;-118.39303197100793
32;5.288406127600241e-15;CTM;2;-118.3949144722301
32;5.288406127600241e-15;CTM;4;-118.39303197100794
32;5.288406127600241e-15;CTM;8;-118.39303197100793
64;5.288406127600241e-15;BP;1;-118.39439106318301
