D;Delta;env;chi;eng
2;0.13963441215673222;BP;1;-137.8180138856477
4;0.03850251321730467;BP;1;-134.58753316025346
8;1.7516448664442325e-15;BP;1;-133.6676016646367
16;1.7516448664442325e-15;BP;1;-133.6676016646367
32;1.7516448664442325e-15;BP;1;-133.6676016646367
2;0.13963441215673222;CTM;2;-137.81912885737844
2;0.13963441215673222;CTM;4;-137.81965004270512
2;0.13963441215673222;CTM;8;-137.81965004270512
8;1.7516448664442325e-15;CTM;2;-133.66233778495192
8;1.7516448664442325e-15;CTM;4;-133.66233779014183
8;1.7516448664442325e-15;CTM;8;-133.66233779014183
16;1.7516448664442325e-15;CTM;2;-133.66233778495192
16;1.7516448664442325e-15;CTM;4;-133.66233779014183
16;1.7516448664442325e-15;CTM;8;-133.66233779014183
32;1.7516448664442325e-15;CTM;2;-133.66233778495192
32;1.7516448664442325e-15;CTM;4;-133.66233779014183
32;1.7516448664442325e-15;CTM;8;-133.66233779014183
4;0.03850251321730467;CTM;2;-134.5879563456604
4;0.03850251321730467;CTM;4;-134.58811374987286
4;0.03850251321730467;CTM;8;-134.58806703611037
