D;Delta;env;chi;eng
2;0.11815939132829262;BP;1;-123.42059269442493
4;0.04105645624272638;BP;1;-121.99175902833645
8;0.003997496168366312;BP;1;-121.54871163456885
16;6.1518024933180624e-15;BP;1;-121.54107561265228
32;6.1518024933180624e-15;BP;1;-121.54107561265228
2;0.11815939132829262;CTM;2;-123.42065344008563
2;0.11815939132829262;CTM;4;-123.42065799720355
2;0.11815939132829262;CTM;8;-123.42065799720355
8;0.003997496168366312;CTM;2;-121.54885009756701
8;0.003997496168366312;CTM;4;-121.54892085503373
8;0.003997496168366312;CTM;8;-121.54891352925054
4;0.04105645624272638;CTM;2;-121.99191945791418
4;0.04105645624272638;CTM;4;-121.992013595731
4;0.04105645624272638;CTM;8;-121.99202851790837
32;6.1518024933180624e-15;CTM;2;-121.54122339760363
32;6.1518024933180624e-15;CTM;4;-121.54109898035128
32;6.1518024933180624e-15;CTM;8;-121.54109898035128
16;6.1518024933180624e-15;CTM;2;-121.54122339760363
16;6.1518024933180624e-15;CTM;4;-121.54109898035128
16;6.1518024933180624e-15;CTM;8;-121.54109898035128
