D;Delta;env;chi;eng
2;0.11724898313659675;BP;1;-149.29371646967542
4;8.517968734317648e-16;BP;1;-142.628811832015
8;8.517968734317648e-16;BP;1;-142.628811832015
16;8.517968734317648e-16;BP;1;-142.628811832015
32;8.517968734317648e-16;BP;1;-142.628811832015
2;0.11724898313659675;CTM;2;-149.2936515396978
2;0.11724898313659675;CTM;4;-149.29365417133033
2;0.11724898313659675;CTM;8;-149.29365417133033
4;8.517968734317648e-16;CTM;2;-142.49809644457756
4;8.517968734317648e-16;CTM;4;-142.49809644457756
4;8.517968734317648e-16;CTM;8;-142.49809644457756
8;8.517968734317648e-16;CTM;2;-142.49809644457756
8;8.517968734317648e-16;CTM;4;-142.49809644457756
8;8.517968734317648e-16;CTM;8;-142.49809644457756
16;8.517968734317648e-16;CTM;2;-142.49809644457756
16;8.517968734317648e-16;CTM;4;-142.49809644457756
16;8.517968734317648e-16;CTM;8;-142.49809644457756
32;8.517968734317648e-16;CTM;2;-142.49809644457756
32;8.517968734317648e-16;CTM;4;-142.49809644457756
32;8.517968734317648e-16;CTM;8;-142.49809644457756
32;8.305997326005872e-16;BP;1;-142.62881183201497
64;8.517968734317648e-16;BP;1;-142.628811832015
