D;Delta;env;chi;eng
2;0.17503978988058647;BP;1;-155.29890960728073
4;0.06980735423394831;BP;1;-153.3318368005181
8;0.016910555156215316;BP;1;-152.3510528826256
16;0.0010036923541977714;BP;1;-152.2127700414918
32;7.722694126092067e-15;BP;1;-152.21179520901217
2;0.17503978988058647;CTM;2;-155.29265909104254
2;0.17503978988058647;CTM;4;-155.2927994111555
2;0.17503978988058647;CTM;8;-155.2927994111555
4;0.06980735423394831;CTM;2;-153.3341357339632
4;0.06980735423394831;CTM;4;-153.33515927913558
4;0.06980735423394831;CTM;8;-153.33535268361186
8;0.016910555156215316;CTM;2;-152.35193395829174
8;0.016910555156215316;CTM;4;-152.35226467733818
8;0.016910555156215316;CTM;8;-152.35223065051213
16;0.0010036923541977714;CTM;2;-152.21375013281136
16;0.0010036923541977714;CTM;4;-152.21363150269022
16;0.0010036923541977714;CTM;8;-152.21375137935522
32;7.722694126092067e-15;CTM;2;-152.21278083140697
32;7.722694126092067e-15;CTM;4;-152.21262469664492
32;7.722694126092067e-15;CTM;8;-152.2128794683204
