D;Delta;env;chi;eng
2;0.44485053707391864;BP;1;-147.8444471301023
4;0.22386787741893016;BP;1;-142.04804825983715
8;0.09704809870536833;BP;1;-138.14804352326047
16;0.0309665889775863;BP;1;-136.59246488110048
32;0.0053400277393994555;BP;1;-136.27472457274737
4;0.22386787741893016;CTM;2;-142.04633734064083
4;0.22386787741893016;CTM;4;-142.04520259427943
4;0.22386787741893016;CTM;8;-142.04490053271942
2;0.44485053707391864;CTM;2;-147.84538771786723
2;0.44485053707391864;CTM;4;-147.8455523815388
2;0.44485053707391864;CTM;8;-147.8455523815388
8;0.09704809870536833;CTM;2;-138.14537877639876
8;0.09704809870536833;CTM;4;-138.14164859522202
8;0.09704809870536833;CTM;8;-138.14387954281267
16;0.0309665889775863;CTM;2;-136.59042055674948
16;0.0309665889775863;CTM;4;-136.5886066102175
16;0.0309665889775863;CTM;8;-136.5884511454265
32;0.0053400277393994555;CTM;2;-136.2727754852116
32;0.0053400277393994555;CTM;4;-136.2702477774506
32;0.0053400277393994555;CTM;8;-136.27091747892192
64;0.00038012362906451506;BP;1;-136.25671409475254
